session_id,section,code,indicator,n,n_yes,p_yes,verdict,flip,single_pass_error,grade
Lesson-10,D,D1,Active Participation Rate,10,10.0,1.0,YES,False,0.0,stable
Lesson-10,D,D2,Cognitive Engagement Level (Bloom's),10,0.0,0.0,NO,False,0.0,stable
Lesson-10,D,D3,Student-to-Student Interaction,10,0.0,0.0,NO,False,0.0,stable
Lesson-10,D,D7,Inclusivity of Engagement,10,10.0,1.0,YES,False,0.0,stable
Lesson-10,F,F1,Content Accuracy,10,9.0,0.9,YES,True,0.0999999999999999,minor
Lesson-10,F,F2,Use of Academic Language,10,0.0,0.0,NO,False,0.0,stable
Lesson-10,F,F3,Anticipation of Student Misconceptions,10,0.0,0.0,NO,False,0.0,stable
Lesson-10,F,F4,Depth of Explanation,10,0.0,0.0,NO,False,0.0,stable
Lesson-10,F,F5,Subject-Specific Pedagogy: MATH,10,0.0,0.0,NO,False,0.0,stable
Lesson-10,F,F6,Subject-Specific Pedagogy: SCIENCE,0,,,,False,,severe
Lesson-10,F,F7,Subject-Specific Pedagogy: LITERACY / LANGUAGE,0,,,,False,,severe
Lesson-10,F,F8,Cross-Curricular Connections,10,0.0,0.0,NO,False,0.0,stable
