framework,cut,section,code,indicator,yes_bar,n_lessons,n_cells,na_rate,pooled_p_met,ci_lo,ci_hi,ac1,kripp_alpha,pairwise_agreement,mean_flip_rate,n_lessons_flipped,n_lessons_met,n_lessons_not,lesson_spread,mean_confidence,votes_needed,p_unstable,p_discriminates,q_unstable,q_discriminates,reliable,discriminates,verdict_class
HOTS,native,DMG,MG.1,Cross-Grade HOTS Integration,Some cross-grade moments but not structured. Older students occasionally help younger.,3,30,0.0,0.0,0.0,0.1135133931739687,1.0,1.0,1.0,0.0,0,0,3,0.0,0.7699999999999999,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
HOTS,2,D1,1.1,Open Discussions & Critical Thinking,"Some encouragement for discussions, but student participation is limited and inconsistent.",3,30,0.0,0.0333333333333333,0.0059085903816124,0.1667039099140917,0.9287410926365794,0.0,0.9333333333333332,0.0333333333333333,1,0,3,0.0577350269189625,0.8300000000000002,1.0,0.7853612360570624,0.3554101662347745,1.0,0.710820332469549,True,False,UNINFORMATIVE
HOTS,2,D1,1.2,Resources & Space for Collaboration,"Some organisation, but space/resources do not fully support collaborative tasks.",3,30,0.0,0.6666666666666666,0.4878005164454384,0.8076950191632386,1.0,1.0,1.0,0.0,0,2,1,0.5773502691896258,0.6050000000000001,1.0,1.0,3.059023205018265e-07,1.0,3.3649255255200917e-06,True,True,HEALTHY
HOTS,2,D1,1.3,Complex Tasks with Clear Expectations,"Some students engage in complex tasks, but expectations are not consistently communicated.",3,30,0.0,0.8,0.6269430358685175,0.9049489282271012,0.6296296296296295,0.2391975308641976,0.7481481481481481,0.1999999999999999,2,2,0,0.2645751311064591,0.6513333333333332,7.0,0.0032824855950018,0.0125881422424339,0.0558022551150308,0.0395935024288155,True,True,HEALTHY
HOTS,2,D2,2.1,Objectives Linked to HOTS,Objectives mention higher-order skills but lack detailed alignment with HOTS verbs.,3,30,0.0,0.0,0.0,0.1135133931739687,1.0,1.0,1.0,0.0,0,0,3,0.0,0.8533333333333336,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
HOTS,2,D2,2.2,"Strategies for Analysis, Evaluation & Synthesis",Some activities promote analysis or synthesis but lack variety or depth.,3,30,0.0,0.0,0.0,0.1135133931739687,1.0,1.0,1.0,0.0,0,0,3,0.0,0.8303333333333333,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
HOTS,2,D2,2.3,Real-World Applications,"Some connections to real-world themes, but not fully embedded in activities.",3,30,0.0,0.3333333333333333,0.1923049808367613,0.5121994835545616,1.0,1.0,1.0,0.0,0,1,2,0.5773502691896258,0.7269999999999999,1.0,1.0,3.059023205018265e-07,1.0,3.3649255255200917e-06,True,True,HEALTHY
HOTS,2,D3,3.1,Open-Ended & Thought-Provoking Questions,"Some open-ended questions are asked, but they lack depth. Example: ""Why is the earth round?""",3,30,0.0,0.0,0.0,0.1135133931739687,1.0,1.0,1.0,0.0,0,0,3,0.0,0.8996666666666667,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
HOTS,2,D3,3.2,"Students Analyse, Interpret & Critique","Some analysis and critique are encouraged, but not consistent across the lesson.",3,30,0.0,0.2333333333333333,0.1179238814448949,0.4092832615812216,0.7577854671280276,0.5797101449275361,0.8444444444444444,0.1,1,1,2,0.404145188432738,0.7863333333333337,3.0,0.1878211868530392,0.0001083184798685,1.0,0.0007582293590797,True,True,HEALTHY
HOTS,2,D3,3.3,Teacher Models Problem-Solving & Creativity,"Problem-solving is modelled, but the teacher does not explain strategies or invite students to try.",3,30,0.0,0.0,0.0,0.1135133931739687,1.0,1.0,1.0,0.0,0,0,3,0.0,0.7683333333333334,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
HOTS,2,D3,3.4,Effective Scaffolding,"Some scaffolding provided, but inconsistent. Support does not adjust to student needs.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.6799999999999998,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
HOTS,2,D4,4.1,Collaboration on HOTS Tasks,"Some collaboration occurs, but tasks lack depth. Students share ideas but don't synthesise.",3,30,0.0,0.8333333333333334,0.6643564949358398,0.9266345762815144,0.7435897435897437,0.3555555555555556,0.8148148148148149,0.1666666666666666,1,2,0,0.2886751345948128,0.6910000000000002,5.0,0.015635510128533,0.0024787521766663,0.2501681620565291,0.0123937608833318,True,True,HEALTHY
HOTS,2,D4,4.2,Multiple Perspectives & Novel Solutions,"Multiple perspectives are mentioned, but exploration is limited. Teacher-led only.",3,30,0.0,0.3333333333333333,0.1923049808367613,0.5121994835545616,1.0,1.0,1.0,0.0,0,1,2,0.5773502691896258,0.7930000000000003,1.0,1.0,3.059023205018265e-07,1.0,3.3649255255200917e-06,True,True,HEALTHY
HOTS,2,D4,4.3,Discussions & Debates on Complex Topics,"Some discussions occur, but only a few students participate actively.",3,30,0.0,0.2,0.0950510717728987,0.3730569641314825,0.738562091503268,0.462962962962963,0.8222222222222223,0.1333333333333333,1,1,2,0.3464101615137754,0.7730000000000001,3.0,0.0607715613087434,0.0005530843701478,0.9115734196311516,0.003318506220887,True,True,HEALTHY
HOTS,2,D5,5.1,Self-Assessment & Peer-Assessment,"Some self- or peer-assessment occurs, but inconsistent. No structured criteria provided.",3,30,0.0,0.3333333333333333,0.1923049808367613,0.5121994835545616,1.0,1.0,1.0,0.0,0,1,2,0.5773502691896258,0.803,1.0,1.0,3.059023205018265e-07,1.0,3.3649255255200917e-06,True,True,HEALTHY
HOTS,2,D5,5.2,Feedback Guiding Reasoning & Improvement,Feedback is specific but does not consistently guide improvement.,3,30,0.0,0.0333333333333333,0.0059085903816124,0.1667039099140917,0.9287410926365794,0.0,0.9333333333333332,0.0333333333333333,1,0,3,0.0577350269189625,0.792,1.0,0.7853612360570624,0.3554101662347745,1.0,0.710820332469549,True,False,UNINFORMATIVE
HOTS,2,D5,5.3,Assessment Tasks Requiring HOTS,Some tasks involve analysis or evaluation but lack depth.,3,30,0.0,0.1333333333333333,0.0530965548405474,0.296813266820363,0.7687861271676301,0.2564102564102565,0.8222222222222223,0.1333333333333333,1,0,3,0.2309401076758503,0.8086666666666666,3.0,0.0607715613087434,0.0098983756072038,0.9115734196311516,0.0395935024288155,True,True,HEALTHY
HOTS,2,DMG,MG.1,Cross-Grade HOTS Integration,Some cross-grade moments but not structured. Older students occasionally help younger.,3,30,0.0,0.0,0.0,0.1135133931739687,1.0,1.0,1.0,0.0,0,0,3,0.0,0.7699999999999999,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,native,A,1.1,Supportive Learning Environment: The teacher treats all students respectfully,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.7366666666666665,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,native,A,1.2,Supportive Learning Environment: The teacher uses positive language with students,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.7543333333333333,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,native,A,1.3,Supportive Learning Environment: The teacher responds to students’ needs,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.6363333333333335,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,native,A,1.4,Supportive Learning Environment: The teacher does not exhibit bias and,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.5970000000000001,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,native,A,2.1,Positive Behaviorial Expectations: The teacher sets clear behavioral expectations for classroom activities,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.654666666666667,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,native,A,2.2,Positive Behaviorial Expectations: The teacher acknowledges positive student behavior,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.7146666666666666,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,native,A,2.3,"Positive Behaviorial Expectations: The teacher redirects misbehavior and focuses on the expected behavior, rat","The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.8,0.6269430358685175,0.9049489282271012,0.5424836601307187,0.0601851851851851,0.6888888888888888,0.2,2,3,0,0.1732050807568877,0.5900000000000001,7.0,0.0032824855950018,0.1533549668449284,0.0919095966600507,0.6134198673797138,True,False,UNINFORMATIVE
TEACH,native,B,3.1,Lesson Facilitation: The teacher explicitly articulates the objectives of the lesson and relates classroom act,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.3333333333333333,0.1923049808367613,0.5121994835545616,1.0,1.0,1.0,0.0,0,1,2,0.5773502691896258,0.7686666666666667,1.0,1.0,3.059023205018265e-07,1.0,4.588534807527397e-06,True,True,HEALTHY
TEACH,native,B,3.2,Lesson Facilitation: The teacher explains content using multiple forms of representation,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.6666666666666666,0.4878005164454384,0.8076950191632386,1.0,1.0,1.0,0.0,0,2,1,0.5773502691896258,0.6320000000000001,1.0,1.0,3.059023205018265e-07,1.0,4.588534807527397e-06,True,True,HEALTHY
TEACH,native,B,3.3,Lesson Facilitation: The teacher makes connections in the lesson that relate to other content knowledge or stu,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.7,0.5212421254128504,0.8333525173175619,0.8850574712643676,0.8465608465608465,0.9333333333333332,0.0333333333333333,1,2,1,0.5196152422706632,0.6526666666666667,1.0,0.7853612360570624,2.6074368808253648e-06,1.0,3.128924256990431e-05,True,True,HEALTHY
TEACH,native,B,3.4,Lesson Facilitation: The teacher models by enacting or thinking aloud,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.9666666666666668,0.8332960900859082,0.9940914096183874,0.9287410926365794,0.0,0.9333333333333332,0.0333333333333333,1,3,0,0.0577350269189625,0.5986666666666667,1.0,0.7853612360570624,0.3554101662347745,1.0,1.0,True,False,UNINFORMATIVE
TEACH,native,B,4.1,"Checks For Understanding: The teacher uses questions, prompts or other strategies to determine students’ level","The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.6953333333333334,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,native,B,4.2,Checks For Understanding: The teacher monitors most students during independent/group work,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.6,0.4232036025332247,0.7540937188319815,0.4301994301994302,0.4032921810699588,0.7037037037037037,0.1999999999999999,2,2,1,0.4,0.6213333333333334,7.0,0.0032824855950018,0.0012726338013398,0.0919095966600507,0.0101810704107184,True,True,HEALTHY
TEACH,native,B,4.3,Checks For Understanding: The teacher adjusts teaching to the level of students,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.5960000000000001,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,native,B,5.1,Feedback: The teacher provides specific comments or prompts that help clarify students’ misunderstandings,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.646,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,native,B,5.2,Feedback: The teacher provides specific comments or prompts that help identify students’ successes,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.8333333333333334,0.6643564949358398,0.9266345762815144,0.7435897435897437,0.3555555555555556,0.8148148148148149,0.1666666666666666,1,2,0,0.2886751345948128,0.6573333333333333,5.0,0.015635510128533,0.0024787521766663,0.4065232633418598,0.0173512652366645,True,True,HEALTHY
TEACH,native,B,6.1,Critical Thinking: The teacher asks open-ended questions,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.7,0.5212421254128504,0.8333525173175619,0.8850574712643676,0.8465608465608465,0.9333333333333332,0.0333333333333333,1,2,1,0.5196152422706632,0.6233333333333333,1.0,0.7853612360570624,2.6074368808253592e-06,1.0,3.128924256990431e-05,True,True,HEALTHY
TEACH,native,B,6.2,Critical Thinking: The teacher provides thinking tasks,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.8333333333333334,0.6643564949358398,0.9266345762815144,0.7435897435897437,0.3555555555555556,0.8148148148148149,0.1666666666666666,1,2,0,0.2886751345948128,0.6236666666666667,5.0,0.015635510128533,0.0024787521766663,0.4065232633418598,0.0173512652366645,True,True,HEALTHY
TEACH,native,B,6.3,Critical Thinking: The students ask open-ended questions or perform thinking tasks,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.7,0.5212421254128504,0.8333525173175619,0.8850574712643676,0.8465608465608465,0.9333333333333332,0.0333333333333333,1,2,1,0.5196152422706632,0.6256666666666668,1.0,0.7853612360570624,2.6074368808253592e-06,1.0,3.128924256990431e-05,True,True,HEALTHY
TEACH,native,C,7.1,Autonomy: The teacher provides students with choices,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.0,0.0,0.1135133931739687,1.0,1.0,1.0,0.0,0,0,3,0.0,0.8000000000000002,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,native,C,7.2,Autonomy: The teacher provides students with opportunities to take on roles in the classroom,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.6666666666666666,0.4878005164454384,0.8076950191632386,1.0,1.0,1.0,0.0,0,2,1,0.5773502691896258,0.7283333333333333,1.0,1.0,3.059023205018265e-07,1.0,4.588534807527397e-06,True,True,HEALTHY
TEACH,native,C,7.3,Autonomy: The students volunteer to participate in the classroom,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.6476666666666666,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,native,C,8.1,Perseverance: The teacher acknowledges students’ efforts,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.7293333333333331,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,native,C,8.2,Perseverance: The teacher has a positive attitude towards students’ challenges,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.8666666666666667,0.703186733179637,0.9469034451594526,0.7687861271676301,0.2564102564102565,0.8222222222222223,0.1333333333333333,1,3,0,0.2309401076758503,0.6306666666666668,3.0,0.0607715613087434,0.0098983756072039,1.0,0.0494918780360195,True,True,HEALTHY
TEACH,native,C,8.3,Perseverance: The teacher encourages goal setting,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.0333333333333333,0.0059085903816124,0.1667039099140917,0.9287410926365794,0.0,0.9333333333333332,0.0333333333333333,1,0,3,0.0577350269189625,0.7919999999999999,1.0,0.7853612360570624,0.3554101662347745,1.0,1.0,True,False,UNINFORMATIVE
TEACH,native,C,9.1,Social & Collaborative Skills: The teacher promotes students’ collaboration through peer interaction,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.7333333333333331,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,native,C,9.2,Social & Collaborative Skills: The teacher promotes students’ interpersonal skills,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.2333333333333333,0.1179238814448949,0.4092832615812216,0.7577854671280276,0.5797101449275361,0.8444444444444444,0.1,1,1,2,0.404145188432738,0.6629999999999999,3.0,0.1878211868530392,0.0001083184798685,1.0,0.0009748663188168,True,True,HEALTHY
TEACH,native,C,9.3,Social & Collaborative Skills: Students collaborate with one another through peer interaction,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.9666666666666668,0.8332960900859082,0.9940914096183874,0.9287410926365794,0.0,0.9333333333333332,0.0333333333333333,1,3,0,0.0577350269189625,0.6043333333333334,1.0,0.7853612360570624,0.3554101662347745,1.0,1.0,True,False,UNINFORMATIVE
TEACH,2,A,1.1,Supportive Learning Environment: The teacher treats all students respectfully,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.7366666666666665,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,2,A,1.2,Supportive Learning Environment: The teacher uses positive language with students,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.7543333333333333,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,2,A,1.3,Supportive Learning Environment: The teacher responds to students’ needs,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.6363333333333335,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,2,A,1.4,Supportive Learning Environment: The teacher does not exhibit bias and,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.5970000000000001,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,2,A,2.1,Positive Behaviorial Expectations: The teacher sets clear behavioral expectations for classroom activities,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.654666666666667,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,2,A,2.2,Positive Behaviorial Expectations: The teacher acknowledges positive student behavior,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.7146666666666666,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,2,A,2.3,"Positive Behaviorial Expectations: The teacher redirects misbehavior and focuses on the expected behavior, rat","The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.8,0.6269430358685175,0.9049489282271012,0.5424836601307187,0.0601851851851851,0.6888888888888888,0.2,2,3,0,0.1732050807568877,0.5900000000000001,7.0,0.0032824855950018,0.1533549668449284,0.0919095966600507,0.6134198673797138,True,False,UNINFORMATIVE
TEACH,2,B,3.1,Lesson Facilitation: The teacher explicitly articulates the objectives of the lesson and relates classroom act,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.3333333333333333,0.1923049808367613,0.5121994835545616,1.0,1.0,1.0,0.0,0,1,2,0.5773502691896258,0.7686666666666667,1.0,1.0,3.059023205018265e-07,1.0,4.588534807527397e-06,True,True,HEALTHY
TEACH,2,B,3.2,Lesson Facilitation: The teacher explains content using multiple forms of representation,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.6666666666666666,0.4878005164454384,0.8076950191632386,1.0,1.0,1.0,0.0,0,2,1,0.5773502691896258,0.6320000000000001,1.0,1.0,3.059023205018265e-07,1.0,4.588534807527397e-06,True,True,HEALTHY
TEACH,2,B,3.3,Lesson Facilitation: The teacher makes connections in the lesson that relate to other content knowledge or stu,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.7,0.5212421254128504,0.8333525173175619,0.8850574712643676,0.8465608465608465,0.9333333333333332,0.0333333333333333,1,2,1,0.5196152422706632,0.6526666666666667,1.0,0.7853612360570624,2.6074368808253648e-06,1.0,3.128924256990431e-05,True,True,HEALTHY
TEACH,2,B,3.4,Lesson Facilitation: The teacher models by enacting or thinking aloud,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.9666666666666668,0.8332960900859082,0.9940914096183874,0.9287410926365794,0.0,0.9333333333333332,0.0333333333333333,1,3,0,0.0577350269189625,0.5986666666666667,1.0,0.7853612360570624,0.3554101662347745,1.0,1.0,True,False,UNINFORMATIVE
TEACH,2,B,4.1,"Checks For Understanding: The teacher uses questions, prompts or other strategies to determine students’ level","The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.6953333333333334,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,2,B,4.2,Checks For Understanding: The teacher monitors most students during independent/group work,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.6,0.4232036025332247,0.7540937188319815,0.4301994301994302,0.4032921810699588,0.7037037037037037,0.1999999999999999,2,2,1,0.4,0.6213333333333334,7.0,0.0032824855950018,0.0012726338013398,0.0919095966600507,0.0101810704107184,True,True,HEALTHY
TEACH,2,B,4.3,Checks For Understanding: The teacher adjusts teaching to the level of students,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.5960000000000001,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,2,B,5.1,Feedback: The teacher provides specific comments or prompts that help clarify students’ misunderstandings,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.646,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,2,B,5.2,Feedback: The teacher provides specific comments or prompts that help identify students’ successes,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.8333333333333334,0.6643564949358398,0.9266345762815144,0.7435897435897437,0.3555555555555556,0.8148148148148149,0.1666666666666666,1,2,0,0.2886751345948128,0.6573333333333333,5.0,0.015635510128533,0.0024787521766663,0.4065232633418598,0.0173512652366645,True,True,HEALTHY
TEACH,2,B,6.1,Critical Thinking: The teacher asks open-ended questions,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.7,0.5212421254128504,0.8333525173175619,0.8850574712643676,0.8465608465608465,0.9333333333333332,0.0333333333333333,1,2,1,0.5196152422706632,0.6233333333333333,1.0,0.7853612360570624,2.6074368808253592e-06,1.0,3.128924256990431e-05,True,True,HEALTHY
TEACH,2,B,6.2,Critical Thinking: The teacher provides thinking tasks,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.8333333333333334,0.6643564949358398,0.9266345762815144,0.7435897435897437,0.3555555555555556,0.8148148148148149,0.1666666666666666,1,2,0,0.2886751345948128,0.6236666666666667,5.0,0.015635510128533,0.0024787521766663,0.4065232633418598,0.0173512652366645,True,True,HEALTHY
TEACH,2,B,6.3,Critical Thinking: The students ask open-ended questions or perform thinking tasks,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.7,0.5212421254128504,0.8333525173175619,0.8850574712643676,0.8465608465608465,0.9333333333333332,0.0333333333333333,1,2,1,0.5196152422706632,0.6256666666666668,1.0,0.7853612360570624,2.6074368808253592e-06,1.0,3.128924256990431e-05,True,True,HEALTHY
TEACH,2,C,7.1,Autonomy: The teacher provides students with choices,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.0,0.0,0.1135133931739687,1.0,1.0,1.0,0.0,0,0,3,0.0,0.8000000000000002,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,2,C,7.2,Autonomy: The teacher provides students with opportunities to take on roles in the classroom,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.6666666666666666,0.4878005164454384,0.8076950191632386,1.0,1.0,1.0,0.0,0,2,1,0.5773502691896258,0.7283333333333333,1.0,1.0,3.059023205018265e-07,1.0,4.588534807527397e-06,True,True,HEALTHY
TEACH,2,C,7.3,Autonomy: The students volunteer to participate in the classroom,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.6476666666666666,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,2,C,8.1,Perseverance: The teacher acknowledges students’ efforts,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.7293333333333331,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,2,C,8.2,Perseverance: The teacher has a positive attitude towards students’ challenges,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.8666666666666667,0.703186733179637,0.9469034451594526,0.7687861271676301,0.2564102564102565,0.8222222222222223,0.1333333333333333,1,3,0,0.2309401076758503,0.6306666666666668,3.0,0.0607715613087434,0.0098983756072039,1.0,0.0494918780360195,True,True,HEALTHY
TEACH,2,C,8.3,Perseverance: The teacher encourages goal setting,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.0333333333333333,0.0059085903816124,0.1667039099140917,0.9287410926365794,0.0,0.9333333333333332,0.0333333333333333,1,0,3,0.0577350269189625,0.7919999999999999,1.0,0.7853612360570624,0.3554101662347745,1.0,1.0,True,False,UNINFORMATIVE
TEACH,2,C,9.1,Social & Collaborative Skills: The teacher promotes students’ collaboration through peer interaction,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,1.0,0.8864866068260312,1.0,1.0,1.0,1.0,0.0,0,3,0,0.0,0.7333333333333331,1.0,1.0,,1.0,,True,False,UNINFORMATIVE
TEACH,2,C,9.2,Social & Collaborative Skills: The teacher promotes students’ interpersonal skills,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.2333333333333333,0.1179238814448949,0.4092832615812216,0.7577854671280276,0.5797101449275361,0.8444444444444444,0.1,1,1,2,0.404145188432738,0.6629999999999999,3.0,0.1878211868530392,0.0001083184798685,1.0,0.0009748663188168,True,True,HEALTHY
TEACH,2,C,9.3,Social & Collaborative Skills: Students collaborate with one another through peer interaction,"The behaviour is evidenced but only partially, inconsistently, or with some students and not others.",3,30,0.0,0.9666666666666668,0.8332960900859082,0.9940914096183874,0.9287410926365794,0.0,0.9333333333333332,0.0333333333333333,1,3,0,0.0577350269189625,0.6043333333333334,1.0,0.7853612360570624,0.3554101662347745,1.0,1.0,True,False,UNINFORMATIVE
